"Iteration: Iteration","DF B Mean Monitor: Statistics of DF B Monitor (N)","DF D Mean Monitor: Statistics of DF D Monitor (N)","DF FW Mean Monitor: Statistics of DF FW Monitor (N)","DF RW Mean Monitor: Statistics of DF RW Monitor (N)","DF S Mean Monitor: Statistics of DF S Monitor (N)","DF SU Monitor: Force (N)","DF Wheels Front Mean Monitor: Statistics of DF Wheels Front Monitor (N)","DF Wheels Rear Mean Monitor: Statistics of DF Wheels Rear Monitor (N)","Mean DF Monitor: Statistics of Downforce Monitor (N)"
1980,-3.35593119885198,28.379432464069,84.4914147670463,95.0746493579094,46.5563883590087,-0.71417619589917,-1.18976866339729,-2.12354336245373,247.033332522123
1981,-3.35521565242478,28.3788173243385,84.4916684721559,95.0721447887136,46.5543312491324,-0.723616945202218,-1.19014814810077,-2.12378913986228,247.028671642965
1982,-3.35453491724812,28.3779839653966,84.4919326602454,95.0695006425402,46.5523170437437,-0.734643314633083,-1.19053889230812,-2.12400907430529,247.023689789997
1983,-3.35386197303651,28.3769438516283,84.4922040718764,95.0667624713557,46.5503695066991,-0.747215754644429,-1.19093058796871,-2.12420229797063,247.018495916988
1984,-3.35315129999315,28.3756912585901,84.4924850808842,95.063966097448,46.5485061274936,-0.761103393370908,-1.19131456113341,-2.12436258433977,247.013192722835
1985,-3.35236842021146,28.3742437842895,84.4927777649204,95.0611409399227,46.5467331952034,-0.775471899836367,-1.19168082119062,-2.12448943991516,247.007872544041
1986,-3.35151027255133,28.3726181860708,84.4930794243875,95.0583027535258,46.5450366657047,-0.790788470536243,-1.1920180367865,-2.12457937574919,247.002561450662
1987,-3.35057206185835,28.3708332188195,84.4933862629038,95.0554498983957,46.5434032612529,-0.805685509922229,-1.19232471615387,-2.12463178125981,246.997260693294
1988,-3.34955316865562,28.3689143387007,84.493695706115,95.052568737158,46.5418336720898,-0.819749736837022,-1.19259331097763,-2.12464657632898,246.991984872664
1989,-3.34850037293878,28.3668920678812,84.493997044923,95.0496477500874,46.5403105958807,-0.832489269412843,-1.19282897890914,-2.12462641407451,246.986668229634
1990,-3.34740685065914,28.3647944608156,84.4942902964037,95.046650880584,46.5388288298895,-0.843552742958603,-1.1930319497097,-2.12457120107363,246.981305444592
1991,-3.34630813845593,28.3626565215483,84.4945689468945,95.0435362134722,46.5373831989286,-0.852127190952377,-1.19320274966984,-2.1244856633763,246.975839070197
1992,-3.34521368782346,28.3604837602534,84.4948253927826,95.0402696412468,46.5359679869785,-0.857983260503352,-1.1933488465918,-2.12437275192738,246.970213079619
1993,-3.34412890369213,28.3582913298447,84.495051072168,95.0368129172853,46.5345820802595,-0.859924849481009,-1.19347363693189,-2.12423725641029,246.964390736011
1994,-3.3430732350374,28.35609489764,84.4952369749477,95.0331365505388,46.5332223723933,-0.857477350786419,-1.19358197420192,-2.12407520800906,246.958337140372
1995,-3.34203952869812,28.3539134767532,84.4953750149162,95.0292150420498,46.5318989675197,-0.850850251420559,-1.19367891008556,-2.12389338368312,246.952055705857
1996,-3.34101299338503,28.3517471766001,84.4954574306813,95.0250363124611,46.5306094312022,-0.840302176969919,-1.19376464927324,-2.12369326730736,246.945549775299
1997,-3.339971606527,28.3496145987262,84.4954842385251,95.0206049211375,46.5293630989103,-0.825184244300881,-1.19383746284016,-2.12348118965696,246.938882804294
1998,-3.33888496258405,28.3475107761802,84.4954566948519,95.0159246683294,46.528169125742,-0.80740910787947,-1.19389730562357,-2.12325888307383,246.932102461993
1999,-3.33770898232261,28.34542815162,84.4953780306261,95.0110266341074,46.5270427865228,-0.787842292849941,-1.19393756821734,-2.1230295090239,246.925305930138
2000,-3.3364039442093,28.3433817954898,84.4952493936562,95.0059348705363,46.5259792175708,-0.767843118281006,-1.19395898084696,-2.12279619533655,246.918570283202
2001,-3.33492936619842,28.3413799817359,84.4950797730389,95.0006825183183,46.5249804256465,-0.749263369773708,-1.19395980315865,-2.12256396043881,246.911986615518
2002,-3.33326060687723,28.3393969370995,84.4948759407247,94.9953070833848,46.5240383336733,-0.733605746811901,-1.19394021833551,-2.12233223161826,246.90558841551
2003,-3.33139039392699,28.3374274905206,84.4946459716601,94.9898460927702,46.523140519639,-0.721869399509049,-1.19390016144706,-2.12210339395368,246.899402515854
2004,-3.32930777785796,28.3354773493769,84.494404085976,94.9843440359813,46.5222928764118,-0.715833596043493,-1.1938413739354,-2.12187862486011,246.893496877038
2005,-3.3270387382785,28.3335450736278,84.4941521079328,94.9788340751062,46.5214884165891,-0.714848927469532,-1.1937708315725,-2.12166020987587,246.887853662395
2006,-3.32461878732176,28.3316169242179,84.4939005513871,94.9733486827486,46.5207094983108,-0.719328130951765,-1.1936897497206,-2.12145409963416,246.882428224334
2007,-3.32210061232021,28.3296880895925,84.4936579405456,94.9679000618744,46.5199349476306,-0.7277056082602,-1.19361043624669,-2.12125857699245,246.877140407138
2008,-3.31950923150152,28.3277689146101,84.4934268775093,94.9625028274427,46.5191565590914,-0.739464545239332,-1.19354337356119,-2.12107226046315,246.871962923959
2009,-3.31688710846546,28.325846267744,84.4932175729706,94.9571590157633,46.5183610251342,-0.753043922438669,-1.19349509569134,-2.12089503995077,246.866824117403
2010,-3.31430264618438,28.3239113451194,84.4930336357774,94.9518699363325,46.5175265417336,-0.76788168217456,-1.19347226385672,-2.12072933264619,246.861609917746
2011,-3.31181153291079,28.3219472141723,84.4928775130917,94.9466274633426,46.516641772956,-0.783231354758503,-1.19348223353223,-2.12057154340354,246.856219380824
2012,-3.30948060887663,28.3199478395881,84.4927472582682,94.9414332955403,46.5156890870205,-0.798542375573115,-1.19352965560577,-2.12042087955686,246.850549846408
2013,-3.30735337903777,28.317914406406,84.4926448107932,94.9362798079393,46.5146681604691,-0.813386167303862,-1.19362093611675,-2.12027837872965,246.84453799053
2014,-3.30546994688015,28.3158518634016,84.4925683964866,94.9311574546059,46.5135731038984,-0.827186188785319,-1.1937578241083,-2.1201394193016,246.838128493456
2015,-3.30386349549543,28.3137573230542,84.4925169471971,94.9260589349517,46.5123973323131,-0.839664121747987,-1.19393692101284,-2.12000305278935,246.831271566323
2016,-3.30256137335161,28.3116232558665,84.4924877977471,94.9209763057366,46.5111469775155,-0.851308713100754,-1.19415631453757,-2.11986879632424,246.823927348752
2017,-3.30157599038985,28.3094626921911,84.4924774680111,94.9159031925349,46.5098205662099,-0.86131192969539,-1.19441004132275,-2.11973544743667,246.816095330821
2018,-3.30090569743076,28.3072947009565,84.4924816327241,94.9108350141926,46.5084211334351,-0.869738134047573,-1.1946922742799,-2.11960143155315,246.807803278726
2019,-3.30052335396498,28.3051211534236,84.4924942915536,94.9057752170152,46.5069671693842,-0.875934748659536,-1.19499055449649,-2.11947303272307,246.799114040657
2020,-3.30038898170539,28.3029469577979,84.4925123232801,94.9007246369122,46.5054715296259,-0.879989821577808,-1.19529699204097,-2.11934891393666,246.790106518624
2021,-3.30044774836519,28.3007648297172,84.4925306392786,94.895686885571,46.5039529311861,-0.882216799075243,-1.19560597228184,-2.1192310931804,246.780863172462
2022,-3.30062303915981,28.2985854317087,84.4925449916208,94.8906640058188,46.5024316098839,-0.882728781557079,-1.19590590474371,-2.11912144554166,246.77151442117
2023,-3.30083731753882,28.2964450103621,84.4925536679971,94.8856569723088,46.5009392998133,-0.881604291483848,-1.19619215018968,-2.11902014142917,246.762222626121
2024,-3.30102877272078,28.294305527592,84.492555378551,94.8806712661541,46.4994951038833,-0.879517397833133,-1.19646071154884,-2.11892207837536,246.753056542997
2025,-3.30113495601172,28.2921901050038,84.4925436277617,94.8757107644127,46.4981233979492,-0.876979608566433,-1.19670213385311,-2.11882888468307,246.74414153017
2026,-3.30106593773778,28.2900933886994,84.49252029765,94.870768315983,46.4968470321964,-0.873733397233776,-1.19691378789187,-2.11874236543145,246.735588529862
2027,-3.30078524584037,28.288013355257,84.4924881144152,94.8658493859918,46.4956880715144,-0.869953930305792,-1.19709661790055,-2.11865967717693,246.727466223552
2028,-3.30024522393378,28.2859666703456,84.4924450538768,94.8609473171724,46.4946687914751,-0.865928182647465,-1.19724707489939,-2.11857646855894,246.719861201943
2029,-3.29941802216647,28.2839431595264,84.4923922280135,94.8560491161689,46.4938081882248,-0.861885573503138,-1.19737141612769,-2.11849054622865,246.712790933872
2030,-3.29827721195009,28.2819558424616,84.4923331042722,94.8511614426981,46.4931059591478,-0.858031614946906,-1.19746779303534,-2.11840038186335,246.706301801834
2031,-3.29683447145274,28.2800100411489,84.4922635438524,94.8462909256343,46.4925495454976,-0.853958628691444,-1.19754250967139,-2.11830202302051,246.700366880811
2032,-3.29510825808936,28.2780903782382,84.4921831334199,94.8414347785836,46.4921311015187,-0.849918941161796,-1.19759823697795,-2.11819296626784,246.694930501294
2033,-3.29314835095529,28.2762296181747,84.492094589044,94.8365906315109,46.4918479834114,-0.846166812553274,-1.1976351851041,-2.11806902839105,246.689966884052
2034,-3.29101571856684,28.2744304997239,84.4920001872117,94.8317611114295,46.4916734542734,-0.842586184465276,-1.19766221881036,-2.1179270362321,246.685380122755
2035,-3.28876469914695,28.2726851390465,84.4919071627434,94.8269543926335,46.4915957664724,-0.839504788171858,-1.19767866163094,-2.11776441877352,246.681104026651
2036,-3.28645552149658,28.2709919911449,84.4918152242469,94.8221784975127,46.4915914993585,-0.836982267982479,-1.19768524987047,-2.11758242251414,246.677052104095
2037,-3.28415760862928,28.2693693205826,84.4917259793883,94.8174420794116,46.4916465282553,-0.835020937373267,-1.1976846317721,-2.11737856862271,246.673163220349
2038,-3.28193660079744,28.2678014942334,84.4916453047965,94.8127575191373,46.4917399628553,-0.834156568948349,-1.19767976764582,-2.11715618350412,246.669344909574
2039,-3.27983596811719,28.266283807172,84.4915794606928,94.8081318818756,46.4918524249732,-0.834099374609449,-1.19767647515229,-2.11691788513523,246.665534983666
2040,-3.27789702843272,28.2648079764608,84.491526925763,94.8035766239409,46.4919702514035,-0.834852643049011,-1.19767419154426,-2.1166639771608,246.661683017484
2041,-3.27614900179789,28.2633693952231,84.4914917813404,94.7990939384947,46.4920668654722,-0.837002565326863,-1.19768021040815,-2.11639422409834,246.657731425831
2042,-3.27460405670047,28.2619671951416,84.4914840921403,94.7946821503335,46.49213240229,-0.839584343440784,-1.1976948002261,-2.11611058735211,246.653668930246
2043,-3.27327182509559,28.2606064129639,84.4914991911898,94.7903362966368,46.4921531863731,-0.842277062032251,-1.19772055087045,-2.11581645919385,246.649468208433
2044,-3.27214569641343,28.2592741423059,84.4915381329457,94.7860619667634,46.4921066289843,-0.845323296516629,-1.19776166328031,-2.11551384646859,246.645105958689
2045,-3.27121874923476,28.2579900939847,84.4915978203801,94.7818539926653,46.4919782986063,-0.848017074352431,-1.1978179798395,-2.11520293463274,246.640591927353
2046,-3.2704579816032,28.256739328426,84.4916761438904,94.7777049321488,46.491762679607,-0.849570128070445,-1.19789143517026,-2.11488679399295,246.635929823884
2047,-3.26984869313643,28.2555270288256,84.4917648258018,94.7736110163273,46.4914508013444,-0.84948964432209,-1.19797794533641,-2.11456602829235,246.631126070726
2048,-3.26936899395612,28.2543579188326,84.4918592598919,94.7695634464175,46.4910154354837,-0.847613750026144,-1.19808101444739,-2.11423920895501,246.626167620687
2049,-3.26901359620967,28.2532537004889,84.491954341036,94.7655542804428,46.4904715363548,-0.843664083798547,-1.19819962140901,-2.1139025727157,246.621090886814
2050,-3.26876757818637,28.2522093408334,84.4920461553528,94.7615861204934,46.4898097562886,-0.838565925224839,-1.19833687041406,-2.11355924537793,246.615887379646
2051,-3.26863323103433,28.2512238798193,84.4921336333186,94.7576567890915,46.4890182807597,-0.831949270185604,-1.19849375973484,-2.11320828612865,246.610539452797
2052,-3.2686037859364,28.2503238149547,84.4922157355082,94.7537630630657,46.4881034154595,-0.825567100000633,-1.19866619343844,-2.11285042369358,246.605081539343
2053,-3.26869997583243,28.249524315982,84.4922925754525,94.7499016121086,46.4870640640957,-0.819926423055347,-1.19885668218405,-2.11248499806072,246.599498707497
2054,-3.26889946076165,28.2488451980341,84.4923617848226,94.7460637780558,46.4859097917963,-0.815470660353649,-1.19906655008506,-2.11211204179056,246.593827245411
2055,-3.26922989318213,28.2483014328409,84.4924315726025,94.7422412929241,46.4846524205944,-0.812493375102701,-1.19929555917128,-2.11173120264024,246.588066586933
2056,-3.2696660347337,28.2479073681993,84.4925069469441,94.73842899218,46.4832953679805,-0.810993283455519,-1.19954274453791,-2.11134244764491,246.582261988859
2057,-3.27022919755607,28.2476632845788,84.4925897456224,94.7346152938366,46.4818546934391,-0.810480083359378,-1.19980518182753,-2.11094606053736,246.576405563162
2058,-3.27089452430705,28.2475942570523,84.4926807177037,94.7307947724697,46.4803424704058,-0.811155890113629,-1.20008122092794,-2.11053999529513,246.570562544915
2059,-3.27166534983672,28.2477153876727,84.492781115109,94.726957277201,46.478770496973,-0.812942117623907,-1.20036606199699,-2.11011989915281,246.564759850627
2060,-3.27251409582033,28.2480203234634,84.4928882342314,94.7230939295526,46.4771591533987,-0.815790250910143,-1.20065258950174,-2.1096842614012,246.55903707326
2061,-3.27343059585857,28.248519404072,84.4929943833717,94.7192118611013,46.475531606096,-0.819814521115149,-1.20093670801153,-2.10922936497418,246.55344507782
2062,-3.27437813457326,28.2492258266571,84.4930938350805,94.7153232730898,46.4739074132862,-0.82485178469055,-1.20121109063994,-2.1087567630371,246.548060859061
2063,-3.27533019815401,28.2501464788339,84.4931807315072,94.711451707065,46.472335659475,-0.831926901206574,-1.20146751559864,-2.10826458829449,246.542984604894
2064,-3.27624732586782,28.2512845886088,84.4932504572489,94.7076295617951,46.4708459484453,-0.840694758844052,-1.20169951084925,-2.10775398168189,246.538309904338
2065,-3.27712596283976,28.2526093409222,84.4932983413809,94.7038863440564,46.4694599387213,-0.851271570100199,-1.20189898999868,-2.10722825911912,246.534043930066
2066,-3.27792091982029,28.2541155549885,84.4933201656685,94.7002532454727,46.4682196175507,-0.863386538863805,-1.20206187922036,-2.10668687384689,246.530284531506
2067,-3.27861402970502,28.2558032375244,84.4933151083961,94.6967669248392,46.4671537245509,-0.875350042892786,-1.20218632890269,-2.10613177697249,246.527101615553
2068,-3.27919110455424,28.2576465648123,84.4932838669092,94.6934698254825,46.4662932178604,-0.886883438829914,-1.20227376795409,-2.10556864574978,246.524538966592
2069,-3.2796675425702,28.2596203361494,84.4932279626418,94.6903963024956,46.4656478640227,-0.895941132092627,-1.20232589253717,-2.10500044468368,246.522593785289
2070,-3.2800435169001,28.2617038593222,84.49315171947,94.687566433253,46.4652337687478,-0.901192157490144,-1.20234115403899,-2.10442737701648,246.521292438774
2071,-3.28031216796281,28.2638770287799,84.4930596500288,94.685005014068,46.4650530046731,-0.901308845461431,-1.20232149148892,-2.10384910238743,246.520664377896
2072,-3.28047851383671,28.2661044774306,84.492959789478,94.6827187049384,46.4651032785675,-0.895992890526407,-1.20227614401353,-2.10326769530213,246.520691754831
2073,-3.28056325443135,28.2683856101221,84.4928598966602,94.6807124677064,46.4653774107831,-0.884666343591597,-1.20220871747615,-2.10268575239706,246.521377562619
2074,-3.280544366618,28.2706985430376,84.4927691973432,94.6789822158333,46.4658608649988,-0.86900948315994,-1.20212291253737,-2.10210498500761,246.522731019805
2075,-3.28041588820138,28.2730231846342,84.4926950188813,94.6775142713758,46.4665211417222,-0.849824623446816,-1.20202327828125,-2.10152595376063,246.524716141106
2076,-3.28016127497312,28.2753359017568,84.4926416416626,94.676289803225,46.4673435163769,-0.828742009856835,-1.2019124517755,-2.10095357144589,246.527308313906
2077,-3.27978583634183,28.2776206086483,84.492614738599,94.6752820782384,46.4682960331462,-0.807670185618969,-1.20179490014266,-2.10038769754476,246.530440237463
2078,-3.27924510183994,28.2798595245731,84.4926219369119,94.6744657037535,46.4693570005746,-0.788260747939001,-1.20167173177283,-2.09982893386359,246.534104003997
2079,-3.27852438247341,28.2820244970451,84.4926653797448,94.6738132994335,46.4705004012215,-0.77265389240254,-1.20154248525502,-2.09927742268946,246.538231692306
2080,-3.27759437545106,28.284093000284,84.4927478834526,94.673297429465,46.4717075803094,-0.761345960145918,-1.20140858343521,-2.09873685943482,246.542774179257
2081,-3.27645781946804,28.2860549420572,84.4928706599589,94.6728977126538,46.472959373346,-0.755174236954551,-1.20127041163339,-2.09821279991526,246.54766045983
2082,-3.27511889308273,28.2878744258892,84.493034770334,94.672596223594,46.4742265236214,-0.753666873108737,-1.20112496455514,-2.09770651752786,246.552790734886
2083,-3.27357704768927,28.2895413091033,84.4932439014426,94.6723719888449,46.4754914278319,-0.757039701510056,-1.20097389746061,-2.09721847681105,246.55810114485
2084,-3.27185848081394,28.2910277101839,84.4934984871219,94.6722194750321,46.4767293811109,-0.763966236004539,-1.20081524372665,-2.09675107179666,246.563491044442
2085,-3.27000500789462,28.2923095923842,84.4937960685644,94.6721301865293,46.477909739442,-0.7735835963046,-1.20065033427485,-2.09630606016812,246.568834373772
2086,-3.26806857103024,28.2933709830608,84.4941352516387,94.6721112060224,46.4790101197312,-0.784355156801426,-1.20048591376481,-2.09588349587257,246.57402821597
2087,-3.26611585389469,28.2941877264365,84.4945103835752,94.6721785508063,46.4800095836282,-0.794929429849383,-1.20032679575107,-2.09548692630331,246.578954747991
2088,-3.26422706532499,28.2947372292889,84.4949152341475,94.672341037006,46.4808822632859,-0.804571217722885,-1.20018185177483,-2.09511702962644,246.583473870638
2089,-3.26248078017884,28.2950305356259,84.4953406429562,94.6726061305384,46.4816179675635,-0.812106320140957,-1.20005581870353,-2.09477291988528,246.587501789381
2090,-3.26093722517888,28.2950638178808,84.4957805117048,94.6729772603849,46.4821968615445,-0.817423497459377,-1.19996017516363,-2.09445322308343,246.590942835943
2091,-3.25966979580353,28.2948158757529,84.4962228263162,94.6734569250768,46.4825911324837,-0.820574300472201,-1.19989861578235,-2.09415819858618,246.593662571421
2092,-3.25873302068566,28.2942750976436,84.4966615088647,94.6740342248066,46.4827879847366,-0.821898401953845,-1.19987976096607,-2.09388702657545,246.595559339265
2093,-3.25816395014992,28.2934406124182,84.497082974618,94.674703102957,46.4827688241566,-0.821679343466812,-1.19990816976622,-2.09363864400317,246.596556903491
2094,-3.25797482656507,28.2923008892672,84.4974786440903,94.6754488601447,46.4825427778852,-0.820261874141692,-1.19998270813564,-2.09341470398105,246.596618984256
2095,-3.25815406601149,28.2908465626299,84.4978441996792,94.6762603194515,46.4821075790208,-0.818134897740829,-1.20010252674866,-2.09321719272843,246.59573116672
2096,-3.25867263398394,28.2890955512881,84.4981699366252,94.6771231971805,46.4814760598303,-0.816874241328304,-1.20026284458023,-2.09304213654972,246.593937528092
2097,-3.25948572940649,28.2870577312617,84.4984448697531,94.6780143042598,46.4806740011811,-0.816557589939014,-1.20046190769048,-2.09289086774324,246.591285439925
2098,-3.2605575312952,28.2847196560061,84.4986663938025,94.6789298094514,46.4797125092954,-0.817771437483947,-1.2006913247322,-2.09276064166524,246.587812858392
2099,-3.26184092783688,28.2821089525054,84.4988299319528,94.6798499439566,46.4786181070937,-0.821928691875043,-1.20094065914161,-2.09264651646602,246.583611895012
2100,-3.2632727824936,28.2792389584156,84.4989367408475,94.680767339643,46.4774251624297,-0.82840119819515,-1.20120493710814,-2.09254047512156,246.578801088232
2101,-3.26480522647308,28.2761350549998,84.4989838804741,94.6816692259226,46.4761758150073,-0.83757297457096,-1.2014766091542,-2.09244132700251,246.573490891708
2102,-3.26639072996018,28.2728227435943,84.4989715846742,94.6825590725837,46.4748922195185,-0.848824522587925,-1.20175230253312,-2.09234666896902,246.56779091131
2103,-3.26798723648445,28.2693231266711,84.4989058594922,94.683437241568,46.4735978594371,-0.862149324112248,-1.20203157784468,-2.09225021003191,246.561805550736
2104,-3.26955529896608,28.2656531882567,84.4987907279798,94.6843082305112,46.4723287495508,-0.875998498143667,-1.20230813018789,-2.09215031949466,246.555651895267
2105,-3.27107133530666,28.2618545355002,84.4986336345337,94.6851879656806,46.4710948875062,-0.889389164185998,-1.20258394026986,-2.09204206611087,246.549441598949
2106,-3.27250617957734,28.2579777236592,84.4984465104681,94.6860925661975,46.4699150235249,-0.900898739175394,-1.20286096432907,-2.09192271015411,246.543314588656
2107,-3.27384758328206,28.25404686909,84.4982378672269,94.6870257714616,46.4687908987244,-0.908321499991108,-1.20313781221533,-2.09179540012236,246.537334858194
2108,-3.27508891680992,28.2501038707092,84.4980164031965,94.6879923480958,46.467730797213,-0.911341557299203,-1.20341829541943,-2.0916550134364,246.531585543322
2109,-3.27620895253934,28.246183939909,84.4977939199429,94.6890046088024,46.4667423060092,-0.909244467668365,-1.20370137229419,-2.09150091117171,246.526167328464
2110,-3.27719683101067,28.2423185087726,84.4975798491594,94.6900587601603,46.4658298273051,-0.90097225073284,-1.20398815080218,-2.09133154239849,246.521141309943
2111,-3.27801950123111,28.2385428514021,84.4973858981637,94.6911587395002,46.4649995935281,-0.886617380178879,-1.20428129303498,-2.09114685244058,246.516598685305
2112,-3.27865691342539,28.2348754096239,84.4972154997517,94.6923065476518,46.4642600007343,-0.866259961300204,-1.20458294374141,-2.09094465849625,246.512590715853
2113,-3.27908979938443,28.2313336381315,84.4970734184203,94.6934959198517,46.4636129157333,-0.84155905010729,-1.20488903012669,-2.09072297112208,246.509151509841
2114,-3.27927552583415,28.2279379599486,84.4969659554111,94.6947119389583,46.4630744941475,-0.813415510053948,-1.20520115167606,-2.09048229654105,246.506335522724
2115,-3.27920963621283,28.224702487519,84.4968921348372,94.6959500162594,46.4626542813856,-0.783150952087621,-1.20551570403159,-2.09022155549154,246.504154885732
2116,-3.27887231605003,28.2216396444438,84.4968550567211,94.6971993837419,46.4623627978624,-0.753781541350928,-1.20582918184325,-2.08993644466927,246.502632007803
2117,-3.27825740458943,28.2187704444812,84.4968540929062,94.6984508242848,46.4622110505629,-0.727649923813381,-1.20613554638841,-2.08962541470258,246.501783277073
2118,-3.27737700176629,28.216078363994,84.4968898020688,94.6996996065246,46.462223911331,-0.706765961276649,-1.20642810187162,-2.08929084244827,246.501587401766
2119,-3.27625988490831,28.2135844641664,84.4969638492186,94.7009429967366,46.4624108216901,-0.692487991969288,-1.20670408055584,-2.08893155629989,246.5020391259
2120,-3.27493687459113,28.2112608942905,84.4970708355022,94.7021920454993,46.462776479555,-0.685615882515319,-1.20695930947637,-2.08854576018023,246.503088889482
2121,-3.27346014266306,28.2091195953573,84.4972077558588,94.7034600579147,46.4633299332011,-0.686945018452955,-1.20718880847296,-2.08813395239818,246.504716112848
2122,-3.27188578087523,28.207149496798,84.4973643781016,94.7047570580146,46.4640766745566,-0.695551203778608,-1.20739136052038,-2.08769523260561,246.506860679026
2123,-3.27028908946528,28.205333012464,84.4975332847331,94.7060978773644,46.4650147345813,-0.710490550268272,-1.20756376611717,-2.08722688990532,246.509444426332
2124,-3.26874221273211,28.2036421084408,84.4977093385557,94.7074949908141,46.4661244027017,-0.730756291145908,-1.20770440509928,-2.08672814710318,246.512359879412
2125,-3.26730145980302,28.2020755460139,84.4978861595056,94.7089690360486,46.4673889632263,-0.755555304130957,-1.20781012519732,-2.08620074310997,246.515550934407
2126,-3.26602244444378,28.2006341768202,84.4980612942245,94.7105421816808,46.4687999185571,-0.782133225640237,-1.20788089598392,-2.08564656693525,246.518976415248
2127,-3.26494750446391,28.1992931429989,84.4982315339618,94.7122310243916,46.4703352109388,-0.80983785577464,-1.20791671788929,-2.08506825342597,246.522557909317
2128,-3.2641141467449,28.1980315280856,84.4983965321318,94.7140549373102,46.4719754580829,-0.836524435774978,-1.20792136760167,-2.08446726218649,246.526234744029
2129,-3.2635365199922,28.1968457879835,84.4985522442014,94.7160296664238,46.473698937488,-0.860259048351151,-1.2079018968592,-2.08384420506381,246.529976382443
2130,-3.26321531082071,28.195687671023,84.4986962227698,94.7181763413212,46.4754851519751,-0.880045080494062,-1.20785839869212,-2.08320350264294,246.53373379723
2131,-3.26311924846189,28.194542312008,84.4988275957555,94.7205011637778,46.4773195561077,-0.894867324749463,-1.20779491771274,-2.08254795177905,246.537514950174
2132,-3.26322823563249,28.1933715242802,84.498946462093,94.7230090763036,46.4791938222488,-0.904191407104897,-1.20770919524105,-2.08188107267447,246.541306328173
2133,-3.26351078370015,28.1921654335563,84.4990486615734,94.7257032551045,46.4810959898363,-0.907881990318935,-1.20760092980448,-2.08121007380367,246.545118264908
2134,-3.26392556038897,28.190908545943,84.4991296489536,94.7285877140511,46.4830152096845,-0.906446907462237,-1.20746921518901,-2.08053851276753,246.548970648874
2135,-3.26444432126162,28.1895790621448,84.499184857288,94.7316611269781,46.4849446208636,-0.900282232309694,-1.20732106764059,-2.07987421563589,246.552850187714
2136,-3.26501445104058,28.1881480386241,84.4992137378923,94.7349091944662,46.4868845636917,-0.891016282847707,-1.20715758606296,-2.0792202113829,246.556765641765
2137,-3.2656156431916,28.1865904310325,84.4992152348264,94.7383249380861,46.4888216024272,-0.880692234031682,-1.20698253350633,-2.07858398192148,246.560681011941
2138,-3.26621308429593,28.1848756561735,84.4991912277754,94.7418917550789,46.4907451421695,-0.869149633050795,-1.20679797933822,-2.07796237146066,246.564577465855
2139,-3.26679775056841,28.1829980012697,84.4991427469884,94.745588509991,46.4926351877208,-0.85825454480163,-1.20661143669272,-2.07736305845943,246.568403074769
2140,-3.26735836471664,28.1809455864216,84.4990720165612,94.7494013464086,46.4944916225353,-0.848083999097852,-1.20642695780161,-2.07679270271451,246.572132538639
2141,-3.26789439870703,28.1787012615888,84.4989843141384,94.75331435187,46.4963009207143,-0.837686705457535,-1.20624530814609,-2.07625484495732,246.575722284115
2142,-3.26838745440287,28.176246667604,84.4988855323855,94.7573128659875,46.4980518411402,-0.827461471712109,-1.20607091334708,-2.07574929742839,246.579146706169
2143,-3.26884437841784,28.1735949575116,84.4987839682557,94.7613842804641,46.4997375138816,-0.817510503575679,-1.20590637247929,-2.07528378545839,246.582389453909
2144,-3.26925175134026,28.1707308164714,84.4986899767757,94.7655137634352,46.5013527799731,-0.807499617721616,-1.20575020190303,-2.0748710401071,246.585424518371
2145,-3.26957915333923,28.1676631199116,84.4986117619425,94.7696926531996,46.5028913366195,-0.797542067174101,-1.20560201550557,-2.07451778720225,246.588272960178
2146,-3.26982314579485,28.1643745622716,84.4985555905371,94.7739099819688,46.5043571927954,-0.788190775956894,-1.20546056723199,-2.07422570436064,246.590913453184
2147,-3.26996474211155,28.1608570210683,84.4985259796904,94.7781667558725,46.5057522578364,-0.779470051020916,-1.20532774013144,-2.0739999115854,246.593350395453
2148,-3.26999350480044,28.1571201982689,84.4985281354703,94.7824597958589,46.5070773025632,-0.771605557703868,-1.20520146685718,-2.07385259264886,246.595590310585
2149,-3.2698909477479,28.1531821405268,84.4985619618364,94.786784139921,46.5083276650282,-0.765466820352556,-1.20508487802311,-2.07378561316448,246.597648292919
2150,-3.26965703835648,28.1490256708255,84.4986245292533,94.7911335275014,46.5095101649572,-0.760985454105887,-1.2049796069737,-2.07380519173697,246.599491979564
2151,-3.26930256293063,28.1446863210548,84.4987187166039,94.7955127784056,46.5106182134936,-0.758872931579909,-1.20489188982193,-2.07391101221386,246.601138079832
2152,-3.26882620576151,28.1401845109457,84.4988415515974,94.7999216319607,46.5116639128111,-0.759341764092907,-1.20482509904766,-2.07410751766065,246.602607968626
2153,-3.26825652342651,28.1355407764032,84.4989878388248,94.8043483768872,46.5126325976756,-0.763346031443201,-1.20478601719872,-2.074390151937,246.603856354734
2154,-3.26761538805894,28.1307708996423,84.4991542913925,94.8087859949767,46.5135276903488,-0.770942532055532,-1.20477927116051,-2.07476260572409,246.604861854401
2155,-3.26694937983824,28.1258961961235,84.4993367208182,94.8132224799442,46.5143333098274,-0.781207817511267,-1.20480957918347,-2.07522357533258,246.605565830906
2156,-3.26628739464436,28.1209205116295,84.4995322289918,94.8176384611474,46.5150427695386,-0.793316985643947,-1.2048781457852,-2.07577275683368,246.605916998902
